Title,Subtitle,CELEX number,Initiating document,Procedure reference,Initial reference,Adopted acts,Current consolidated version,Latest consolidated version,Procedure status,LP_Legal basis,ELI,Form,EUROVOC descriptor,ECLI identifier,Subject matter,Directory code,Case-Law directory code (before Lisbon),Case-Law directory code (after Lisbon),Legal basis,Transposed legal act(s),Rectified by,Type of procedure,Collection of the document,Date of document,Date of publication,Author,Date of effect,Date of end of validity,Date of transposition,Applicant/Appellant,Defendant/Other parties to the proceedings,In force indicator,Number of pages,Publication Reference,Document URL,,,,,,,,,
"Commission Delegated Regulation (EU) 2024/1700 of 5 March 2024 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards specifying, for simple, transparent and standardised non-ABCP traditional securitisation, and for simple, transparent and standardised on-balance-sheet securitisation, the content, methodologies and presentation of information related to the principal adverse impacts of the assets financed by the underlying exposures on sustainability factors",C/2024/1344,32024R1700,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/1700/oj,Delegated regulation,"capital market, financial legislation, disclosure of information, credit policy, investment, banking, financial market, technical standard",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",05/03/2024,18/06/2024,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",08/07/2024,No end date,,,,TRUE,,"OJ L, 2024/1700,  , ELI: http://data.europa.eu/eli/reg_del/2024/1700/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401700,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401700,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401700,202401700,2024R1700,32024R1700,10
Commission Delegated Regulation (EU) 2024/1706 of 11 March 2024 amending Delegated Regulation (EU) No 272/2012 as regards harmonisation of certain aspects of fees charged by the European Securities and Markets Authority to credit rating agencies,C/2024/1443,32024R1706,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/1706/oj,Delegated regulation,"credit policy, European Securities and Markets Authority, financial institution, financial solvency, financial control, market supervision, harmonisation of standards, credit rating, financial supervision, bank charges",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Stock exchanges and other securities markets",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R1060,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",11/03/2024,18/06/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission","2024-07-08, 2025-01-01",No end date,,,,TRUE,,"OJ L, 2024/1706,  , ELI: http://data.europa.eu/eli/reg_del/2024/1706/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401706,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401706,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401706,202401706,2024R1706,32024R1706,10
Commission Delegated Regulation (EU) 2024/1703 of 11 March 2024 amending Delegated Regulation (EU) 2020/1732 as regards harmonisation of certain aspects of fees charged by the European Securities and Markets Authority to securitisation repositories,C/2024/1329,32024R1703,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/1703/oj,Delegated regulation,"financial market, financial institution, investment, European Securities and Markets Authority, harmonisation of standards, capital market, financial legislation, credit, bank charges, financial control",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",11/03/2024,18/06/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission","2025-01-01, 2024-07-08",No end date,,,,TRUE,,"OJ L, 2024/1703,  , ELI: http://data.europa.eu/eli/reg_del/2024/1703/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401703,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401703,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401703,202401703,2024R1703,32024R1703,10
Commission Delegated Regulation (EU) 2024/1728 of 6 December 2023 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards specifying in which circumstances the conditions for identifying groups of connected clients are met,C/2023/8289,32024R1728,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/1728/oj,Delegated regulation,"technical standard, credit institution, trade information, banking policy, financial risk, private-sector liquidity, financial legislation, credit control, financial control, market supervision",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",06/12/2023,18/06/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",08/07/2024,No end date,,,,TRUE,,"OJ L, 2024/1728,  , ELI: http://data.europa.eu/eli/reg_del/2024/1728/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401728,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401728,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401728,202401728,2024R1728,32024R1728,10
"Commission Delegated Regulation (EU) 2024/856 of 1 December 2023 supplementing Directive 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying the supervisory shock scenarios, the common modelling and parametric assumptions and what constitutes a large decline",C/2023/8120,32024R0856,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/856/oj,Delegated regulation,"banking supervision, EU banking union, financial risk, financial legislation, financial supervision, investment company, interest, technical standard, credit institution",,Freedom of establishment,"Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013L0036,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",01/12/2023,24/04/2024,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",14/05/2024,No end date,,,,TRUE,,"OJ L, 2024/856,  , ELI: http://data.europa.eu/eli/reg_del/2024/856/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400856,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400856,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400856,202400856,2024R0856,32024R0856,10
Commission Implementing Regulation (EU) 2024/855 of 15 March 2024 amending the implementing technical standards laid down in Implementing Regulation (EU) 2021/451 as regards rules on the supervisory reporting of interest rate risk in the banking book,C/2024/1620,32024R0855,,,,,,,,,http://data.europa.eu/eli/reg_impl/2024/855/oj,Implementing regulation,"financial control, financial legislation, financial risk, trade information, interest, credit institution, technical standard, disclosure of information, banking policy, investment company",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",15/03/2024,24/04/2024,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","2024-05-14, 2024-09-01",30/12/2026,,,,TRUE,,"OJ L, 2024/855,  , ELI: http://data.europa.eu/eli/reg_impl/2024/855/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400855,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400855,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400855,202400855,2024R0855,32024R0855,10
Commission Delegated Regulation (EU) 2024/895 of 13 December 2023 amending Delegated Regulation (EU) 2015/63 as regards the calculation of eligible liabilities and the transitional regime,C/2023/8602,32024R0895,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/895/oj,Delegated regulation,"financing method, company in difficulties, bank resolution, investment company, financing plan, credit institution, EU banking union, financial legislation",,Economic policy,"Economic and monetary policy and free movement of capital, Economic policy, Institutional economic provisions",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014L0059,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",13/12/2023,20/03/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission","2024-03-21, 2023-12-01",No end date,,,,TRUE,,"OJ L, 2024/895,  , ELI: http://data.europa.eu/eli/reg_del/2024/895/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400895,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400895,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400895,202400895,2024R0895,32024R0895,10
"Commission Delegated Regulation (EU) 2024/584 of 7 November 2023 amending the regulatory technical standards laid down in Delegated Regulation (EU) 2019/1851 as regards the homogeneity of the underlying exposures in simple, transparent and standardised securitisations",C/2023/7418,32024R0584,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/584/oj,Delegated regulation,"credit, financial legislation, capital market, financial risk, investment company, banking, investment, credit institution",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",07/11/2023,15/02/2024,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",06/03/2024,No end date,,,,TRUE,,"OJ L, 2024/584,  , ELI: http://data.europa.eu/eli/reg_del/2024/584/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400584,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400584,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400584,202400584,2024R0584,32024R0584,10
Commission Delegated Regulation (EU) 2024/450 of 26 October 2023 supplementing Regulation (EU) 2021/23 of the European Parliament and of the Council with regard to regulatory technical standards specifying the minimum elements to be included in a business reorganisation plan and the criteria to be fulfilled for its approval by the resolution authority,C/2023/7109,32024R0450,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/450/oj,Delegated regulation,"technical standard, economic recovery, financial institution, crisis management, bank resolution, company in difficulties, financial instrument, financial services, financial solvency",,"Freedom of establishment, Free movement of capital","Right of establishment and freedom to provide services, Right of establishment and freedom to provide services, Sectoral application, Sectoral application, Service activities, Service activities, Banks, Stock exchanges and other securities markets",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32021R0023,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",26/10/2023,07/02/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",27/02/2024,No end date,,,,TRUE,,"OJ L, 2024/450,  , ELI: http://data.europa.eu/eli/reg_del/2024/450/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400450,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400450,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400450,202400450,2024R0450,32024R0450,10
Commission Delegated Regulation (EU) 2024/397 of 20 October 2023 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards on the calculation of the stress scenario risk measure,C/2023/6749,32024R0397,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/397/oj,Delegated regulation,"trade information, banking policy, technical standard, credit institution, credit control, financial control, market supervision, private-sector liquidity, financial risk, financial legislation",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",20/10/2023,29/01/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",18/02/2024,No end date,,,,TRUE,,"OJ L, 2024/397,  , ELI: http://data.europa.eu/eli/reg_del/2024/397/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400397,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400397,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400397,202400397,2024R0397,32024R0397,10
Commission Delegated Regulation (EU) 2023/2779 of 6 September 2023 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards specifying the criteria for the identification of shadow banking entities referred to in Article 394(2) of Regulation (EU) No 575/2013,C/2023/5912,32023R2779,,,,,,,,,http://data.europa.eu/eli/reg_del/2023/2779/oj,Delegated regulation,"financial institution, banking system, shadow banking, technical standard, financial legislation, financial supervision, banking supervision, market supervision, financial control",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",06/09/2023,12/12/2023,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",01/01/2024,No end date,,,,TRUE,,"OJ L, 2023/2779,  , ELI: http://data.europa.eu/eli/reg_del/2023/2779/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302779,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302779,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302779,202302779,2023R2779,32023R2779,10
"Commission Delegated Regulation (EU) 2023/2175 of 7 July 2023 on supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards specifying in greater detail the risk retention requirements for originators, sponsors, original lenders, and servicers",C/2023/1563,32023R2175,,,,,,,,,http://data.europa.eu/eli/reg_del/2023/2175/oj,Delegated regulation,"financial legislation, credit, technical standard, credit institution, investment, financial market, capital market, investment company, banking",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",07/07/2023,18/10/2023,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",07/11/2023,No end date,,,,TRUE,,"OJ L, 2023/2175,  , ELI: http://data.europa.eu/eli/reg_del/2023/2175/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302175,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302175,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302175,202302175,2023R2175,32023R2175,10
Commission Delegated Regulation (EU) 2023/206 of 5 October 2022 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards specifying the types of factors to be considered for the assessment of the appropriateness of risk weights for exposures secured by immovable property and the conditions to be taken into account for the assessment of the appropriateness of minimum loss given default values for exposures secured by immovable property (Text with EEA relevance),C/2022/6941,32023R0206,,,,,,,,,http://data.europa.eu/eli/reg_del/2023/206/oj,Delegated regulation,"real property, property market, trade information, technical standard, credit institution, financial supervision, financial risk, credit guarantee, financial legislation, credit",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",05/10/2022,01/02/2023,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",21/02/2023,No end date,,,,TRUE,5,"OJ L 29, , p. 1–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202300206,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202300206,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202300206,202300206,2023R0206,32023R0206,10
Commission Implementing Regulation (EU) 2022/2365 of 2 December 2022 amending the implementing technical standards laid down in Implementing Regulation (EU) 2016/1801 as regards the mapping tables correspondence of credit assessments of external credit assessment institutions for securitisation in accordance with Regulation (EU) No 575/2013 of the European Parliament and of the Council (Text with EEA relevance),C/2022/8621,32022R2365,,,,,,,,,http://data.europa.eu/eli/reg_impl/2022/2365/oj,Implementing regulation,"banking policy, credit policy, investment company, technical standard, credit institution, financial control, market supervision, financial legislation",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",02/12/2022,05/12/2022,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",25/12/2022,No end date,,,,TRUE,8,"OJ L 312, , p. 101–108
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202202365,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202202365,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202202365,202202365,2022R2365,32022R2365,10
Commission Delegated Regulation (EU) 2022/2115 of 13 July 2022 supplementing Regulation (EU) 2020/1503 of the European Parliament and of the Council with regard to regulatory technical standards specifying the methodology for calculating default rates of loans offered on a crowdfunding platform (Text with EEA relevance),C/2022/4830,32022R2115,,,,,,,,,http://data.europa.eu/eli/reg_del/2022/2115/oj,Delegated regulation,"investment, provision of services, technical standard, financial services, financial risk, credit, financial legislation, crowdfunding",,"Freedom to provide services, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020R1503,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",13/07/2022,08/11/2022,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",28/11/2022,No end date,,,,TRUE,5,"OJ L 287, , p. 33–37
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202202115,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202202115,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202202115,202202115,2022R2115,32022R2115,10
Commission Implementing Regulation (EU) 2022/1929 of 31 March 2022 amending the implementing technical standards laid down in Implementing Regulation (EU) 2020/1227 as regards the templates for the provision of information in accordance with the STS notification requirements for on-balance-sheet synthetic securitisations,C/2022/1894,32022R1929,,,,,,,,,http://data.europa.eu/eli/reg_impl/2022/1929/oj,Implementing regulation,"investment company, credit institution, technical standard, financial market, banking, investment, disclosure of information, credit, financial legislation, capital market",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",31/03/2022,13/10/2022,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",02/11/2022,No end date,,,,TRUE,12,"OJ L 266, , p. 1–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202201929,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202201929,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202201929,202201929,2022R1929,32022R1929,10
Commission Delegated Regulation (EU) 2022/1301 of 31 March 2022 amending the regulatory technical standards laid down in Delegated Regulation (EU) 2020/1226 as regards the information to be provided in accordance with the STS notification requirements for on-balance-sheet synthetic securitisations,C/2022/1892,32022R1301,,,,,,,,,http://data.europa.eu/eli/reg_del/2022/1301/oj,Delegated regulation,"disclosure of information, capital market, credit, financial legislation, technical standard, credit institution, investment, banking, financial market, investment company",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",31/03/2022,26/07/2022,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",15/08/2022,No end date,,,,TRUE,42,"OJ L 197, , p. 10–51
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202201301,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202201301,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202201301,202201301,2022R1301,32022R1301,10
Commission Delegated Regulation (EU) 2022/439 of 20 October 2021 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards for the specification of the assessment methodology competent authorities are to follow when assessing the compliance of credit institutions and investment firms with the requirements to use the Internal Ratings Based Approach (Text with EEA relevance),C/2021/7470,32022R0439,,,,,,,,,http://data.europa.eu/eli/reg_del/2022/439/oj,Delegated regulation,"banking supervision, private-sector liquidity, financial requirements, financial legislation, credit rating, financial supervision, banking policy, investment company, technical standard, credit institution",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",20/10/2021,18/03/2022,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",07/04/2022,No end date,,,,TRUE,66,"OJ L 90, , p. 1–66
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202200439,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202200439,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202200439,202200439,2022R0439,32022R0439,10
